rundate,this_period,last_period,group_name,airport_1_name,airport_2_name,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
23/12/2016 09:40,201610,201510,London Area Airports,SOUTHEND,EDINBURGH,235,235,0,0,0,0,0
23/12/2016 09:40,201610,201510,London Area Airports,SOUTHEND,JERSEY,2441,2441,0,2441,2441,0,0
23/12/2016 09:40,201610,201510,London Area Airports,STANSTED,BELFAST INTERNATIONAL,30132,30132,0,30443,30443,0,-1.02158
23/12/2016 09:40,201610,201510,London Area Airports,STANSTED,BOURNEMOUTH,0,0,0,177,0,177,-100
23/12/2016 09:40,201610,201510,London Area Airports,STANSTED,CARDIFF WALES,0,0,0,78,0,78,-100
23/12/2016 09:40,201610,201510,London Area Airports,STANSTED,CITY OF DERRY (EGLINTON),9528,9528,0,11562,11562,0,-17.59211
23/12/2016 09:40,201610,201510,London Area Airports,STANSTED,DUNDEE,1822,1822,0,2050,2050,0,-11.12195
23/12/2016 09:40,201610,201510,London Area Airports,STANSTED,EDINBURGH,75076,75076,0,58094,58094,0,29.23193
23/12/2016 09:40,201610,201510,London Area Airports,STANSTED,GLASGOW,58124,58124,0,51432,51432,0,13.01135
23/12/2016 09:40,201610,201510,London Area Airports,STANSTED,GUERNSEY,2461,2461,0,2158,2158,0,14.04078
23/12/2016 09:40,201610,201510,London Area Airports,STANSTED,ISLE OF MAN,0,0,0,4562,4562,0,-100
23/12/2016 09:40,201610,201510,London Area Airports,STANSTED,NEWCASTLE,0,0,0,3474,3474,0,-100
23/12/2016 09:40,201610,201510,London Area Airports,STANSTED,NEWQUAY,2611,2611,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,STORNOWAY,ABERDEEN,445,445,0,416,416,0,6.97115
23/12/2016 09:40,201610,201510,Other Reporting Airports,STORNOWAY,BENBECULA,466,466,0,576,576,0,-19.09722
23/12/2016 09:40,201610,201510,Other Reporting Airports,STORNOWAY,EDINBURGH,2001,2001,0,1664,1664,0,20.2524
23/12/2016 09:40,201610,201510,Other Reporting Airports,STORNOWAY,GLASGOW,6230,6230,0,5850,5850,0,6.49573
23/12/2016 09:40,201610,201510,Other Reporting Airports,STORNOWAY,INVERNESS,2702,2702,0,2519,2519,0,7.26479
23/12/2016 09:40,201610,201510,Other Reporting Airports,SUMBURGH,ABERDEEN,6922,6922,0,16200,7168,9032,-57.2716
23/12/2016 09:40,201610,201510,Other Reporting Airports,SUMBURGH,EDINBURGH,3964,3964,0,4144,4144,0,-4.34363
23/12/2016 09:40,201610,201510,Other Reporting Airports,SUMBURGH,FAIR ISLE,15,15,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,SUMBURGH,GLASGOW,2944,2944,0,2850,2850,0,3.29825
23/12/2016 09:40,201610,201510,Other Reporting Airports,SUMBURGH,INVERNESS,369,369,0,360,360,0,2.5
23/12/2016 09:40,201610,201510,Other Reporting Airports,SUMBURGH,KIRKWALL,1680,1680,0,1745,1745,0,-3.72493
23/12/2016 09:40,201610,201510,Other Reporting Airports,TIREE,GLASGOW,712,712,0,782,782,0,-8.95141
23/12/2016 09:40,201610,201510,Other Reporting Airports,WICK JOHN O GROATS,ABERDEEN,493,493,0,828,828,0,-40.45894
23/12/2016 09:40,201610,201510,Other Reporting Airports,WICK JOHN O GROATS,EDINBURGH,1013,1013,0,930,930,0,8.92473
